standard_id,designation,title,publisher,record_type,country_scope,primary_category,latest_known_edition,applicability,summary,official_url,source_download_url,notes
AUC-RULE-009,AUC Rule 009,Rules on Intervener Costs,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC intervener costs,2025-07-01,Applies to eligible intervener cost claims in AUC proceedings,AUC rule for intervener costs and related participation cost recovery processes.,https://www.auc.ab.ca/rules/rule009/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/2025-07-01-Rule009.pdf,Effective July 1 2025 on AUC rule page.
AUC-RULE-010,AUC Rule 010,Rules on Standards for Requesting and Exchanging Site-Specific Historic Usage Information for Retail Electricity and Natural Gas Markets,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC retail market information exchange,2008-01-02,Applies to historic usage information exchange in retail electricity and natural gas markets,AUC rule for requesting and exchanging site-specific historic usage information between distributors and retailers.,https://www.auc.ab.ca/rules/rule010/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule010.pdf,PDF says the rule was approved by the AUC on January 2 2008.
AUC-RULE-011,AUC Rule 011,Rate Application Process for Water Utilities,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC water utility rate applications,2026-06-01,Applies to rate applications by water utilities under AUC jurisdiction,AUC rule for water utility rate application process and filing requirements.,https://www.auc.ab.ca/rules/rule011/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule011.pdf,Effective June 1 2026 on AUC rule page.
AUC-RULE-012,AUC Rule 012,Noise Control,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC noise control,2026-04-17,Applies to noise assessment and control for facilities under AUC jurisdiction,AUC rule for noise control expectations associated with utility and energy facility applications and operations.,https://www.auc.ab.ca/rules/rule012/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule012.pdf,Effective April 17 2026 on AUC rule page.
AUC-RULE-013,AUC Rule 013,Rules on Criteria Relating to the Imposition of Administrative Penalties,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC administrative penalties,2013-02-01,Applies to administrative penalty criteria under AUC jurisdiction,AUC rule describing criteria relevant to administrative penalties for contraventions within Commission jurisdiction.,https://www.auc.ab.ca/rules/rule013/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule013.pdf,Effective February 1 2013 on AUC rule page.
AUC-RULE-014,AUC Rule 014,Rules Respecting the Public Disclosure of Market Surveillance Administrator Records in a Hearing or Other Proceeding,Alberta Utilities Commission (AUC),historical_rule,Canada - Alberta,AUC historical rules,2025-04-01,No longer in effect,AUC historical rule for disclosure of Market Surveillance Administrator records that the AUC rules home page says was rescinded on April 1 2025.,https://www.auc.ab.ca/rules/rules-home/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule014.pdf,Historical public AUC-hosted PDF URL confirmed but rule is no longer in effect.
AUC-RULE-015,AUC Rule 015,"Rules on Costs of Investigations, Hearings, or Other Proceedings Related to Contraventions",Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC contravention proceeding costs,2024-08-02,Applies to costs for investigations hearings and proceedings related to contraventions,AUC rule for costs associated with investigations hearings and other proceedings related to contraventions.,https://www.auc.ab.ca/rules/rule015/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/2024-08-04-Rule015.pdf,Effective August 2 2024 on AUC rule page.
AUC-RULE-016,AUC Rule 016,Review of Commission Decisions,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC decision review,2024-02-01,Applies to review of AUC decisions,AUC rule for applications requesting review of Commission decisions and related procedural requirements.,https://www.auc.ab.ca/rules/rule016/,https://media.auc.ab.ca/prd-wp-uploads/Shared%20Documents/Rules/Rule016.pdf,Effective February 1 2024 on AUC rule page.
AUC-RULE-017,AUC Rule 017,Procedures and Process for Development of ISO Rules and Filing of ISO Rules with the Alberta Utilities Commission,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC ISO rule process,2020-11-06,Applies to ISO rule development and filing with the AUC,AUC rule for development of ISO rules and filing of ISO rules with the Commission.,https://www.auc.ab.ca/rules/rule017/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule017.pdf,Effective November 6 2020 on AUC rule page.
AUC-RULE-018,AUC Rule 018,Rules on Negotiated Settlements,Alberta Utilities Commission (AUC),historical_rule,Canada - Alberta,AUC negotiated settlements,2025-04-01,Rescinded except for proceedings registered before April 1 2025,AUC historical negotiated settlement rule that the AUC rules home page says was rescinded on April 1 2025 with limited continued applicability to older proceedings.,https://www.auc.ab.ca/rules/rules-home/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule018.pdf,Rules home links directly to this PDF and describes the rescission.
AUC-RULE-019,AUC Rule 019,Specified Penalties for Contravention of ISO Rules,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC ISO rule penalties,2022-02-01,Applies to specified penalties for contravention of ISO rules,AUC rule for specified penalties related to ISO rule contraventions.,https://www.auc.ab.ca/rules/rule019/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule019.pdf,Effective February 1 2022 on AUC rule page.
AUC-RULE-020,AUC Rule 020,Rules Respecting Gas Utility Pipelines,Alberta Utilities Commission (AUC),historical_rule,Canada - Alberta,AUC historical rules,2021-09-01,No longer in effect,AUC historical rule for gas utility pipelines that the AUC rules home page says was rescinded on September 1 2021.,https://www.auc.ab.ca/rules/rules-home/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule020.pdf,Historical public AUC-hosted PDF URL confirmed but rule is no longer in effect.
AUC-RULE-021,AUC Rule 021,Settlement System Code Rules,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC settlement system code,2020-12-17,Applies to settlement system code responsibilities for wholesale energy financial transactions,AUC settlement system code rules for responsibilities and information processes supporting wholesale electricity market settlement.,https://www.auc.ab.ca/rules/rule021/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule021.pdf,Effective December 17 2020 on AUC rule page.
AUC-RULE-022,AUC Rule 022,Rules on Costs in Utility Rates Proceedings,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC utility rates costs,2025-07-01,Applies to costs in utility rate proceedings,AUC rule for participant and intervener costs in utility rate proceedings.,https://www.auc.ab.ca/rules/rule022/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/2025-07-01-Rule022.pdf,Effective July 1 2025 on AUC rule page.
AUC-RULE-023,AUC Rule 023,Rules Respecting Payment of Interest,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC payment interest,2022-03-01,Applies to payment of interest under AUC jurisdiction,AUC rule respecting payment of interest where required in regulated utility matters.,https://www.auc.ab.ca/rules/rule023/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule023.pdf,Effective March 1 2022 on AUC rule page.
AUC-RULE-024,AUC Rule 024,Rules Respecting Micro-Generation,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC micro-generation,2026-04-01,Applies to micro-generation notices disputes and complaints under Alberta rules,AUC rule for micro-generation processes including notices disputes complaints and related filing material.,https://www.auc.ab.ca/rules/rule024/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule024.pdf,Effective April 1 2026 on AUC rule page.
AUC-RULE-025,AUC Rule 025,Administration Fee,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC administration fees,2020-12-01,Applies to AUC administration fee requirements,AUC rule for the administration fee framework within Commission jurisdiction.,https://www.auc.ab.ca/rules/rule025/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule025.pdf,Effective December 1 2020 on AUC rule page.
AUC-RULE-026,AUC Rule 026,Regulatory Account Procedures Pertaining to the Implementation of the International Financial Reporting Standards,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC regulatory accounting,2013-12-11,Applies to regulatory account procedures related to International Financial Reporting Standards,AUC rule regarding regulatory account procedures for IFRS implementation by regulated entities.,https://www.auc.ab.ca/rules/rule026/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule026.pdf,Effective December 11 2013 on AUC rule page.
AUC-RULE-027,AUC Rule 027,Specified Penalties for Contravention of Reliability Standards,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC reliability standards penalties,2026-05-26,Applies to specified penalties for contravention of Alberta reliability standards,AUC rule for specified penalties related to reliability standard contraventions.,https://www.auc.ab.ca/rules/rule027/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule027.pdf,Effective May 26 2026 on AUC rule page.
AUC-RULE-028,AUC Rule 028,Natural Gas Settlement System Code Rules,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC natural gas settlement code,2020-12-17,Applies to natural gas settlement system code responsibilities,AUC natural gas settlement system code rules for gas market settlement processes and transactions.,https://www.auc.ab.ca/rules/rule028/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule028.pdf,Effective December 17 2020 on AUC rule page.
AUC-RULE-029,AUC Rule 029,Municipal Franchise Agreements,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC municipal franchise agreements,2026-06-05,Applies to municipal franchise agreement applications and changes,AUC rule for municipal franchise agreement renewals fee changes new franchise agreements and related filings.,https://www.auc.ab.ca/rules/rule029/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule029.pdf,Effective June 5 2026 on AUC rule page.
AUC-RULE-030,AUC Rule 030,Compliance with the Code of Conduct Regulation,Alberta Utilities Commission (AUC),historical_rule,Canada - Alberta,AUC historical rules,2021-03-30,No longer in effect,AUC historical rule for compliance with the Code of Conduct Regulation that the AUC rules home page says was repealed on March 30 2021.,https://www.auc.ab.ca/rules/rules-home/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule030.pdf,Historical public AUC-hosted PDF URL confirmed but rule is no longer in effect.
AUC-RULE-031,AUC Rule 031,Conditional Exemption from Specific Financing and Reporting Requirements,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC financing and reporting exemptions,2016-12-06,Applies to conditional exemptions from specified financing and reporting requirements,AUC rule for conditional exemptions from specified utility financing and reporting obligations.,https://www.auc.ab.ca/rules/rule031/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule031.pdf,Effective December 6 2016 on AUC rule page.
AUC-RULE-032,AUC Rule 032,Specified Penalties for Contravention of AUC Rules,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC rule penalties,2024-09-01,Applies to specified penalties for contravention of AUC rules,AUC rule for specified penalties related to contraventions of AUC rules.,https://www.auc.ab.ca/rules/rule032/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule032.pdf,Effective September 1 2024 on AUC rule page.
AUC-RULE-033,AUC Rule 033,Post-approval Monitoring Requirements for Wind and Solar Power Plants,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC wind and solar monitoring,2019-07-01,Applies to post-approval monitoring for wind and solar power plants,AUC rule for post-approval monitoring requirements after approval of wind and solar power plant projects.,https://www.auc.ab.ca/rules/rule033/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule033.pdf,Effective July 1 2019 on AUC rule page.
AUC-RULE-034,AUC Rule 034,Utility Payment Deferral Program Billing,Alberta Utilities Commission (AUC),historical_rule,Canada - Alberta,AUC historical rules,2022-06-18,No longer in effect,AUC historical rule for Utility Payment Deferral Program billing that the AUC rules home page says expired on June 18 2022.,https://www.auc.ab.ca/rules/rules-home/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule034.pdf,Historical public AUC-hosted PDF URL confirmed but rule is no longer in effect.
AUC-RULE-035,AUC Rule 035,The Office of the Utilities Consumer Advocate Administration Fee,Alberta Utilities Commission (AUC),rule,Canada - Alberta,AUC UCA administration fee,2025-09-01,Applies to the Office of the Utilities Consumer Advocate administration fee,AUC rule for administration fee requirements related to the Office of the Utilities Consumer Advocate.,https://www.auc.ab.ca/rules/rule035/,https://media.auc.ab.ca/prd-wp-uploads/regulatory_documents/Consultations/Rule035.pdf,Effective September 1 2025 on AUC rule page.
